Unnamed: 0,SqFtTotLiving,SqFtLot,Bathrooms,Bedrooms,BldgGrade,TrafficNoise,BadFeature,AdjSalePrice,SqFtTotLiving_norm,SqFtLot_norm,AdjSalePrice_norm
23,2420,8186,2.5,3,10,0,0.9549868113864352,6.94292,0.3718016507128459,0.3220238003699546,0.5639536227372323
24,2280,9093,2.5,4,10,1,1.1623292963126153,6.71246,0.2185904692194976,0.5758285321416942,0.4841719631630252
25,2280,9093,2.5,4,10,1,-1.0970382020507947,6.41815,0.2185904692194976,0.5758285321416942,0.3822864288868607
26,3130,8750,2.5,3,10,0,-0.4750938648555106,9.36052,1.1488012140005408,0.4798472498950495,1.4008890570277943
27,3060,9055,3.25,3,10,0,-0.8178340446231057,7.68075,1.0721956232538663,0.5651950373155353,0.819378867394167
28,3190,10223,3.5,3,10,0,1.9070445675147536,8.53936,1.2144631489262614,0.8920350888143134,1.1166162653244365
29,3130,13412,2.75,4,9,0,-1.3377101179990556,8.4228,1.1488012140005408,1.784409167778015,1.0762650102694613
30,2660,9021,2.5,3,9,0,-0.8821542198671642,6.39944,0.6344493904157287,0.5556808577342353,0.3758093185395839
31,2230,9948,2.75,3,9,0,-1.5522724887334456,7.35333,0.1638721901147303,0.8150821657302689,0.7060311672388825
32,2341,9594,2.5,4,9,0,0.6586767674210567,6.03442,0.2853467697273136,0.7160227665602625,0.2494450844955977
33,3540,9185,3.75,4,9,0,0.7844472895674929,7.71088,1.597491102659632,0.6015727827734473,0.829809403725725
34,2470,9001,2.5,3,9,0,1.1440527142886676,7.08571,0.4265199298176131,0.550084281509941,0.6133852949172246
35,2810,9012,2.5,4,9,0,-0.4639927939197306,7.44245,0.7986042277300304,0.5531623984333028,0.7368831220304009
36,2590,9100,2.5,4,9,0,0.290667684389123,7.55027,0.5578437996690545,0.5777873338201971,0.7742087253250768
37,2330,5420,2.75,3,8,1,-0.3853477510683166,4.29116,0.2733087483242648,-0.4519826914499257,-0.354044353451691
38,1850,4500,2.5,3,8,0,0.9493163255800944,3.74781,-0.2519867310815007,-0.7094251977674565,-0.542143653675788
39,1850,4500,2.5,3,8,0,0.4915325332080307,3.10179,-0.2519867310815007,-0.7094251977674565,-0.765785707473103
40,1920,4800,2.5,4,8,0,1.1913599001104116,3.75822,-0.1753811403348265,-0.6254765544030443,-0.5385398739475598
41,1850,4597,2.5,3,8,0,-0.6873764149423355,3.99101,-0.2519867310815007,-0.6822818030796298,-0.4579516046935475
42,1850,4597,2.5,3,8,0,-0.1494225612324104,2.77671,-0.2519867310815007,-0.6822818030796298,-0.8783233361044631
43,920,5085,1.0,3,7,2,1.090187127569615,2.86265,-1.2697467224301715,-0.5457253432068527,-0.8485722477428934
44,1190,5635,1.0,3,7,1,-0.938142616367212,2.94146,-0.9742680152644284,-0.3918194970387637,-0.8212894542384099
45,1290,4543,1.0,3,7,0,0.4639940326718244,2.32692,-0.8648314570548938,-0.6973925588852241,-1.0340336227480569
46,2470,7800,2.25,4,8,0,-0.3533689090079909,5.50142,0.4265199298176131,0.2140098792410776,0.064928792935013
47,2730,9030,2.5,5,8,0,0.2256094010473885,5.75747,0.7110549811624027,0.5581993170351676,0.1535693116105997
48,1980,9800,2.75,4,8,0,2.460490270614285,6.12428,-0.1097192054091058,0.7736675016704923,0.2805532157519469
49,1470,9750,1.75,3,7,0,0.8730236207215275,4.51523,-0.6678456522777317,0.7596760611097568,-0.2764748122697394
50,2410,11000,2.5,4,7,0,0.0196213873061649,5.70862,0.3608579948918924,1.109462075128141,0.1366582030876455
51,1850,9200,2.0,3,7,0,-0.6522262294742315,4.66797,-0.2519867310815007,0.6057702149416678,-0.2235986051910082
52,1690,7140,1.75,3,8,0,-0.247613516881332,6.67157,-0.4270852242167559,0.0293228638393708,0.4700164825590622
53,1510,7140,1.5,3,8,0,1.242483178543312,6.42577,-0.624071028993918,0.0293228638393708,0.3849243541057944
54,1500,8568,1.5,3,8,0,1.8934660824105127,7.11375,-0.6350146848148713,0.4289184062539728,0.6230923058278415
55,3620,7821,3.5,5,10,0,-1.5521507789646602,7.04518,1.6850403492272596,0.2198862842765864,0.5993544407015576
57,3060,8736,2.5,3,8,0,0.0761490141663739,8.63533,1.0721956232538663,0.4759296465380436,1.1498395833376998
58,1240,4000,2.0,3,6,0,-0.3759184390995247,4.88832,-0.9195497361596612,-0.8493396033748102,-0.1473168700214494
59,1490,5320,1.75,3,8,0,-0.1435052698950013,4.64683,-0.6459583406358248,-0.4799655725713965,-0.2309169436592835
60,1790,5098,2.5,3,9,0,0.4513721506658367,7.53314,-0.3176486660072213,-0.5420875686610616,0.768278586348655
61,1790,5098,2.5,3,9,0,-1.6464855352632717,8.58177,-0.3176486660072213,-0.5420875686610616,1.1312979462345385
62,2230,5460,3.25,3,8,0,-1.5486511141316468,7.17316,0.1638721901147303,-0.4407895390013375,0.643659121740814
63,760,4320,1.0,2,6,1,-0.0953117292100004,3.3402,-1.4448452155654266,-0.7597943837861038,-0.6832518818240243
64,2080,7980,1.75,3,7,0,-2.235086380601767,3.86288,-0.0002826471995713,0.2643790652597249,-0.5023082133945939
65,1180,5320,1.75,3,7,0,-0.7327334280104549,3.68105,-0.9852116710853818,-0.4799655725713965,-0.5652549250164721
66,1130,8631,1.75,3,7,0,2.228169212321903,3.04554,-1.0399299501901489,0.4465476213604994,-0.7852585806443656
67,2130,8428,2.5,5,7,0,0.7525441927459411,3.96797,0.0544356319051958,0.3897423726839138,-0.4659276935444966
68,780,16344,1.0,2,5,1,0.8540742649851191,0.85269,-1.4229579039235196,2.604867242259537,-1.5443890683528612
69,1800,7288,2.5,3,8,1,-0.2359412530538458,4.33538,-0.3067050101862679,0.0707375278991474,-0.3387360787559892
70,2100,7920,2.0,4,7,1,1.312535308056015,3.05942,0.0216046644423355,0.2475893365868424,-0.7804535410067278
71,1400,19570,1.0,2,6,3,0.607331311125967,2.51036,-0.7444512430244059,3.5075949872381824,-0.9705295542229654
72,700,8140,1.0,1,6,0,-0.2802210543190718,2.06648,-1.5105071504911474,0.3091516750540781,-1.1241938909920317
74,880,9000,1.0,2,5,1,0.5608792999700889,1.90438,-1.3135213457139852,0.5498044526987264,-1.180310384166461
75,880,9000,1.0,2,5,1,-0.6592193157136242,1.16525,-1.3135213457139852,0.5498044526987264,-1.4361856685589094
76,2730,10498,2.5,4,8,0,-1.0041739607176472,4.92882,0.7110549811624027,0.968988011898358,-0.1332964013381404
77,1500,9282,1.0,5,6,1,1.4314557615761068,2.3409,-0.6350146848148713,0.6287161774612738,-1.0291939646692256
78,1970,10080,1.5,3,7,0,-1.14328889638758,2.20187,-0.1206628612300593,0.8520195688106103,-1.0773239834603476
79,3670,9180,4.25,6,10,0,1.188739857887348,2.72553,1.739758628332027,0.6001736387173737,-0.8960410543072225
83,2220,8040,1.75,4,7,0,-0.6638324656402024,3.0527,0.1529285342937769,0.2811687939326073,-0.7827799002549213
84,1250,7201,1.75,3,6,1,0.6061454587351788,2.11725,-0.9086060803387076,0.0463924213234679,-1.1066181083981652
85,1420,8336,1.5,3,7,0,0.3603521144195326,4.06868,-0.722563931382499,0.3639981220521607,-0.4310634614186683
86,2160,8285,2.5,4,7,0,2.6415075671486985,4.22651,0.0872665993680562,0.3497268526802106,-0.3764251756831953
87,1150,7984,1.0,3,7,0,0.5523328912853235,3.48005,-1.0180426385482422,0.2654983805045837,-0.6348379918151167
88,2520,13042,3.0,5,8,0,0.9286852908839848,4.51036,0.4812382089223803,1.680872507628573,-0.2781607303558558
89,2180,9520,2.5,4,8,0,1.1468178977604968,4.36969,0.1091539110099631,0.6953154345303741,-0.326858491582549
90,1900,8408,2.5,4,8,0,-0.468477417680762,3.51664,-0.1972684519767334,0.3841457964596196,-0.6221711041824679
91,3340,15295,2.5,4,10,0,0.8256111332776098,6.21115,1.3786179862405632,2.3113268192953087,0.3106262556166149
92,2480,13125,2.5,5,8,0,1.833197570887048,3.86081,0.4374635856385666,1.704098298959394,-0.5030248151272964
93,2600,5875,2.75,3,8,2,0.2526053875501522,8.15493,0.568787455490008,-0.3246605823472339,0.98353259184482
94,1560,5000,1.75,2,7,2,-0.6411224097087364,6.90928,-0.5693527498891507,-0.5695107921601028,0.5523079791197875
95,2880,5000,2.0,4,8,2,-1.0786845899667856,6.26137,0.8752098184767045,-0.5695107921601028,0.328011636783918
96,1830,3440,1.5,3,8,2,0.5770357775438525,7.0406,-0.2738740427234076,-1.0060437376550462,0.5977689160949019
97,2480,6000,1.75,5,7,1,0.6263048846310458,5.4865,0.4374635856385666,-0.2896819809453955,0.0597637215089643
98,1810,7045,2.5,4,7,0,1.2600088598104582,4.22578,-0.2957613543653145,0.0027391267739736,-0.3766778903039068
99,1590,6300,1.75,3,7,0,0.9584261239951772,4.54043,-0.5365217824262903,-0.2057333375809833,-0.2677509650890138
100,1850,6550,2.0,3,7,0,0.228342972734085,4.33979,-0.2519867310815007,-0.1357761347773065,-0.3372094054993622
101,1810,6550,1.5,3,7,0,0.0997821260848825,3.16632,-0.2957613543653145,-0.1357761347773065,-0.7434464273710308
102,2210,6600,2.5,4,8,0,-1.2276849764651765,3.20102,0.1419848784728234,-0.1217846942165711,-0.7314338282769365
103,1680,6500,1.75,3,7,0,0.7874902422740868,5.23908,-0.4380288800377093,-0.1497675753380419,-0.0258892256916357
104,1810,6550,1.5,3,7,0,-0.2648689524839108,5.05217,-0.2957613543653145,-0.1357761347773065,-0.0905945541261364
105,1370,6550,1.75,3,6,0,-1.2188556796884749,3.95033,-0.7772822104872662,-0.1357761347773065,-0.4720343865710045
106,1370,6550,1.75,3,6,0,1.3639407443174183,4.52454,-0.7772822104872662,-0.1357761347773065,-0.273251835394638
107,1720,6550,2.0,4,7,0,-0.1290557818077146,5.03121,-0.3942542567538955,-0.1357761347773065,-0.0978505794002637
108,1080,6419,1.0,2,6,0,-1.852967181593102,3.25614,-1.0946482292949162,-0.1724337090464331,-0.7123521434911589
109,2810,4109,3.0,4,8,0,-1.1630512551376837,7.15491,0.7986042277300304,-0.818838262952407,0.6373412562230265
110,2110,4109,1.75,4,7,0,-0.532751719067745,5.97773,0.0325483202632889,-0.818838262952407,0.2298198901830845
111,2110,4109,1.75,4,7,0,0.5112785866261668,6.85589,0.0325483202632889,-0.818838262952407,0.533825193366655
112,1180,5040,1.0,2,6,2,-1.1339274453954302,2.28138,-0.9852116710853818,-0.5583176397115145,-1.0497988608675108
113,1100,9452,1.75,3,6,0,0.6807875693012799,1.70693,-1.0727609176530093,0.6762870753677741,-1.2486644963027411
114,1260,11475,1.0,4,6,0,-0.0950322717270485,3.30257,-0.8976624245177541,1.242380760455127,-0.696278801245084
115,2930,10450,2.5,7,7,2,-0.7735542045880156,2.10434,0.9299280975814718,0.955556228960052,-1.1110873491562274
116,1370,18090,1.0,3,6,0,1.53889529509878,2.8525,-0.7772822104872662,3.093448346640416,-0.852086019524019
117,1980,7800,2.5,3,8,0,-1.2218827331837718,4.24456,-0.1097192054091058,0.2140098792410776,-0.3701765470477947
118,1980,7800,2.5,3,8,0,-0.1807450392729074,3.81423,-0.1097192054091058,0.2140098792410776,-0.5191500850351614
120,1320,8500,1.5,3,7,1,0.5064226754230948,3.0421,-0.8320004895920334,0.4098900470913727,-0.7864494550214169
121,1530,4761,1.5,3,7,0,-1.9799351387940944,5.72063,-0.602183717352011,-0.6363898780404179,0.1408158778749675
122,1590,4000,1.0,4,7,1,-0.857837894642648,5.45179,-0.5365217824262903,-0.8493396033748102,0.0477476605707506
123,2280,6000,2.5,4,8,1,-0.266219422781461,9.31588,0.2185904692194976,-0.2896819809453955,1.3854353848790806
124,3080,4000,2.5,5,8,0,0.9944618178285642,8.68994,1.0940829348957737,-0.8493396033748102,1.168744714073391
126,4610,17584,4.0,5,11,0,-0.1963869609042518,11.77892,2.7684622755016512,2.9518549681657738,2.2381014388479032
131,4630,14205,3.5,4,11,0,0.6982973051336007,10.41801,2.790349587143558,2.006313415071278,1.7669756108034091
132,3550,15151,3.75,4,11,0,-0.7304176946488926,9.89842,1.6084347584805856,2.271031470480391,1.5871016522068535
133,3550,15151,3.75,4,11,0,1.1704021358092929,9.28058,1.6084347584805856,2.271031470480391,1.373215075137826
134,4540,19098,3.5,5,11,0,-0.1843941049302065,11.59192,2.691856684754977,3.375515788344841,2.1733649538163284
136,4460,16271,3.5,4,11,0,-1.2476759921208576,11.25773,2.604307438187349,2.5844397390408638,2.057673585192254
137,4220,17679,4.25,4,11,0,0.1961595508497065,11.96462,2.341659698484466,2.978438705231171,2.302387884143964
139,4160,15644,4.5,4,11,0,0.3614313332424515,10.74694,2.275997763558746,2.4089870744092416,1.880846049420713
140,4330,15709,3.5,4,11,0,-0.3662150341520819,12.05871,2.4620399125149546,2.4271759471381977,2.334960375462793
142,3950,14837,3.5,4,11,0,0.7284699284592902,12.53603,2.046180991318724,2.183165223758973,2.500201118966917
143,3720,7338,4.25,5,10,0,-1.956098019230474,10.42669,1.794476907436794,0.0847289684598828,1.7699804914989925
144,3550,7845,3.5,4,10,0,0.4590860227080071,8.97141,1.6084347584805856,0.2266021757457394,1.2661852405003289
145,3150,7121,2.5,4,10,0,-1.1213034679897629,7.86246,1.1706885256424475,0.0240061164262913,0.8822840368866133
146,3210,8938,2.5,4,10,0,1.7134355379940822,7.62969,1.2363504605681683,0.5324550664034146,0.8017026913208397
147,3230,7331,2.5,4,10,0,0.1944705004460882,7.66295,1.2582377722100753,0.0827701667813799,0.8132167848617498
148,3320,8030,3.75,4,10,0,0.1622801322967719,9.41612,1.3567306745986565,0.2783705058204603,1.4201369103313
149,4070,8727,3.5,4,10,0,0.0718997636613075,9.8228,2.177504861170165,0.4734111872371113,1.5609231869764382
150,3740,6998,3.5,4,10,0,1.4037164506450013,8.374,1.816364219078701,-0.0104128273531176,1.0593712109671038
151,3190,7380,4.25,5,10,0,-0.5055986310970995,9.15756,1.2144631489262614,0.0964817785309005,1.33062746878176
152,3280,7422,3.25,4,10,0,1.8188114087698133,9.65576,1.3129560513148424,0.1082345886019182,1.503096542807057
154,3100,9924,2.75,4,10,0,-0.5568536217112945,7.82636,1.1159702465376804,0.808366274261116,0.869786779615812
155,3280,8448,4.0,4,10,0,0.2213172744438081,9.87408,1.3129560513148424,0.395338948908208,1.5786755236203909
156,3510,12297,3.5,4,10,0,-0.0229620486460935,9.81467,1.5646601351967715,1.4724000432736164,1.5581087077074185
157,3510,12297,3.5,4,10,0,0.8916646801286644,9.80305,1.5646601351967715,1.4724000432736164,1.5540860448407503
158,3500,9473,3.5,3,10,0,-1.4340095884142308,9.7491,1.5537164793758182,0.6821634804032829,1.535409395816935
159,3490,6565,3.25,4,10,0,1.563474799185864,8.43907,1.5427728235548648,-0.1315787026090859,1.0818974306516205
160,4100,11736,3.5,4,10,0,0.3150703692265891,9.36207,2.210335828633025,1.3154160801821655,1.4014256428662917
161,3550,9750,3.75,4,10,0,-0.2180766805651232,9.10956,1.6084347584805856,0.7596760611097568,1.3140106170089494
162,3780,10145,2.5,4,10,0,0.04823804505629,8.39124,1.860138842362515,0.8702084415395662,1.0653394302288384
163,3150,12364,2.5,4,10,0,0.1655242818853326,8.07122,1.1706885256424475,1.4911485736250016,0.954553494721862
164,3480,7339,2.5,4,10,0,-2.234060807463519,8.28132,1.5318291677339115,0.0850087972710975,1.027286839669102
165,4100,8074,3.75,5,10,0,0.128262315608947,9.19943,2.210335828633025,0.2906829735139074,1.345122210109418
166,4100,8074,3.75,5,10,0,-0.4130823395794511,10.41136,2.210335828633025,0.2906829735139074,1.764673484464051
167,4100,8860,3.5,4,10,0,-1.04267985896207,9.21812,2.210335828633025,0.5106284191286674,1.3515923967684562
168,4070,10365,3.5,4,10,0,-1.5171860233526764,9.24409,2.177504861170165,0.9317707800068018,1.3605828059463705
169,3560,6098,3.5,4,10,0,-0.2218897964276769,9.00645,1.619378414301539,-0.2622587574463542,1.2783155422944803
170,3480,6635,3.5,4,10,0,-0.3907239750258135,9.92871,1.5318291677339115,-0.1119906858240563,1.597587578044321
171,3730,8629,3.0,4,10,0,-0.3252864604021662,8.3574,1.805420563257748,0.44598796373807,1.0536245497290069
172,3200,6866,2.75,5,10,0,0.1245662333720027,7.88918,1.2254068047472149,-0.047350230433459,0.8915340843734778
173,3200,6866,2.75,5,10,0,-0.6546344810758152,7.67704,1.2254068047472149,-0.047350230433459,0.8180945232258935
174,3490,7024,3.25,4,10,0,-0.652113721554174,8.33233,1.5427728235548648,-0.0031372782615352,1.0449457065218326
175,3830,8131,3.75,5,10,0,0.3358827989999693,8.50304,1.914857121467282,0.3066332157531457,1.1040428474830095
176,3880,7208,2.5,4,10,1,0.1236977493272407,8.32269,1.9695754005720492,0.0483512230019708,1.0416084887907933
177,3880,7208,2.5,4,10,1,1.2702739484328682,7.71793,1.9695754005720492,0.0483512230019708,0.8322500038298566
178,3490,7180,3.25,4,10,1,0.4836030508695776,7.93098,1.5427728235548648,0.040516016287959,0.9060045927923004
179,3200,6713,2.75,5,10,1,-1.4915620271985135,7.72969,1.2254068047472149,-0.0901640385493092,0.8363211325141952
180,1990,8463,2.25,4,7,0,1.5515877812344934,3.88472,-0.0987755495881524,0.3995363810764286,-0.494747545837965
181,2960,7813,3.5,5,7,0,0.1638627531295303,3.70033,0.962759065044332,0.2176476537868688,-0.5585804895543932
182,970,7500,1.0,3,7,0,-1.3341986221599966,2.35634,-1.2150284433254042,0.1300612358766654,-1.0238488773489716
183,1230,7504,2.0,4,6,0,0.8797902288939754,2.60729,-0.9304933919806144,0.1311805511215242,-0.936973899174246
184,1220,8908,1.75,3,7,0,0.4853594262528726,3.54122,-0.941437047801568,0.5240602020669733,-0.6136618913371411
185,1820,7440,2.5,4,7,0,-1.0067864099782542,3.16893,-0.284817698544361,0.1132715072037829,-0.7425428860558843
186,1470,7480,2.5,3,7,0,1.0126064798977057,3.15316,-0.6678456522777317,0.1244646596523712,-0.7480022142320764
187,1750,7840,1.75,4,7,0,0.2317364101287333,2.46166,-0.3614232892910352,0.2252030316896659,-0.9873887350841296
188,2870,8410,2.5,3,10,0,0.3178200760626501,9.61346,0.8642661626557511,0.3847054540820491,1.4884529421822676
189,2070,5500,1.75,3,7,0,2.1967771069228963,5.84161,-0.0112263030205248,-0.4295963865527492,0.182697268030689
190,1590,7748,2.25,3,7,0,0.0513040345329931,3.09841,-0.5365217824262903,0.1994587810579128,-0.7669558107854385
191,2040,7350,2.5,3,7,0,0.3353963727927866,3.33516,-0.0440572704833851,0.0880869141944593,-0.6849966512601694
192,2040,7350,2.5,3,7,0,2.4991290481738826,2.71472,-0.0440572704833851,0.0880869141944593,-0.8997833078002242
193,1660,7606,2.25,3,7,0,-0.1006035790934611,3.08361,-0.4599161916796162,0.1597230898654244,-0.7720793400820551
194,1620,7208,1.75,3,7,0,0.3848802632066515,2.3537,-0.50369081496343,0.0483512230019708,-1.024762804196476
195,1660,7334,2.75,4,7,0,-0.2571325672570556,2.65439,-0.4599161916796162,0.083609653215024,-0.9206686133721756
196,1500,7854,2.0,4,7,0,1.2988589601754983,3.22894,-0.6350146848148713,0.2291206350466718,-0.7217683594957516
197,1540,7210,2.0,3,7,0,-0.7293966816062463,3.1316,-0.5912400615310576,0.0489108806244003,-0.7554659501533638
198,1750,7210,2.5,3,7,0,0.9793935244094456,3.50124,-0.3614232892910352,0.0489108806244003,-0.6275023441262446
199,1730,7224,2.75,3,7,0,1.8532270856235349,3.09561,-0.383310600932942,0.0528284839814062,-0.7679251271388524
200,1140,6974,1.75,3,7,0,-0.3607385174092269,2.85183,-1.0289862943691956,-0.0171287188222706,-0.8523179630800145
201,1230,6000,1.75,3,7,0,0.0193604702578579,3.14461,-0.9304933919806144,-0.2896819809453955,-0.7509620909541083
202,1700,5995,2.25,3,7,0,-0.5974998533951169,3.42142,-0.4161415683958024,-0.291081125001469,-0.6551347838867809
203,1430,5999,2.25,3,7,0,-0.619254873722573,2.98411,-0.7116202755615455,-0.2899618097566102,-0.8065246890694439
204,1260,7077,2.0,3,7,0,0.4769836440334712,2.72432,-0.8976624245177541,0.0116936487328442,-0.896459937445662
205,1610,6650,2.0,4,7,0,0.502333709340699,3.18093,-0.5146344707843834,-0.1077932536558357,-0.7383886731126815
206,1990,6671,2.5,4,7,0,0.8884902878295765,2.90051,-0.0987755495881524,-0.1019168486203269,-0.835465705907089
207,2330,7802,2.75,4,8,0,-1.1348060444145252,4.04951,0.2733087483242648,0.214569536863507,-0.4376998165954345
208,1890,6866,2.25,4,8,0,-0.3765736595498882,3.82951,-0.2082121077976869,-0.047350230433459,-0.5138603872208166
209,860,8168,1.0,2,6,0,-1.1007226088076678,3.51485,-1.335408657355892,0.3169868817680899,-0.622790774279829
210,1200,8168,2.0,3,6,0,-0.9558515744051032,5.14846,-0.9633243594434748,0.3169868817680899,-0.0572604571010544
211,1200,8168,2.0,3,6,0,0.7971087604616114,5.37096,-0.9633243594434748,0.3169868817680899,0.0197655745541614
212,1300,8395,1.75,3,6,0,-0.4887132718746004,4.82617,-0.8538878012339404,0.3805080219138285,-0.1688322312231198
213,850,8391,1.0,2,6,0,-1.751614942191798,3.64912,-1.3463523131768456,0.3793887066689696,-0.5763085932895106
214,1410,8053,1.0,3,7,0,-0.6721567347558117,4.49518,-0.7335075872034524,0.2848065684783986,-0.2834158097290071
215,1340,1654,1.5,2,8,0,1.1354093465412158,3.72178,-0.8101131779501266,-1.5058179944845134,-0.5511548339184185
216,1820,2900,3.5,4,8,0,2.3534369631924723,4.65222,-0.284817698544361,-1.1571512957109882,-0.2290510096789617
217,1290,2290,2.5,3,8,2,0.5000118604536807,3.74028,-0.8648314570548938,-1.3278468705519595,-0.5447504222976477
218,1440,1975,2.5,3,8,2,0.021781865061683,4.1512,-0.700676619740592,-1.4159929460845924,-0.4024963237459113
219,1830,7272,1.75,3,8,0,-0.4436677202920619,3.17669,-0.2738740427234076,0.0662602669197121,-0.7398564950192799
220,2240,7000,2.25,3,8,0,-0.2414670909511822,3.35443,0.1748158459356838,-0.0098531697306882,-0.6783256776422099
221,1480,3900,1.75,3,7,0,-0.7791568908739491,2.64248,-0.6569019964567783,-0.8773224844962808,-0.9247916697183042
222,1490,6800,2.5,3,7,0,0.0006548976205319,3.17033,-0.6459583406358248,-0.0658189319736296,-0.7420582278791773
223,1940,5950,1.75,3,8,0,-1.001098240386734,3.33243,-0.1534938286929196,-0.3036734215061309,-0.6859417347047481
224,2010,7500,2.75,3,8,0,-0.7154275585325889,3.45745,-0.0768882379462455,0.1300612358766654,-0.642661759524815
225,1910,6930,2.5,3,7,0,-0.9171902258753682,3.06716,-0.18632479615578,-0.0294411865157177,-0.777774073658362
226,1570,9904,2.25,2,7,1,-0.8532019267520906,3.48816,-0.5584090940681973,0.8027696980368217,-0.6320304362343355
227,2120,7201,2.5,5,7,0,-0.2400472051925344,1.01306,0.0434919760842424,0.0463924213234679,-1.4888714742110771
228,2110,7561,2.5,5,7,0,1.4138589903889938,1.01306,0.0325483202632889,0.1471307933607625,-1.4888714742110771
229,1400,10101,2.0,4,6,0,1.1273341912111434,2.36359,-0.7444512430244059,0.8578959738461192,-1.0213390403624532
230,780,9750,1.0,2,6,1,-0.378223873637118,1.52044,-1.4229579039235196,0.7596760611097568,-1.31322442728423
231,1620,5031,2.5,3,7,0,1.0777640431493307,3.81476,-0.50369081496343,-0.5608360990124469,-0.5189666072968365
232,1620,5992,2.5,3,7,0,-1.3481928183697045,3.69187,-0.50369081496343,-0.2919206114351131,-0.561509209679351
233,1980,4643,2.25,3,7,0,0.2197734348798008,4.27214,-0.1097192054091058,-0.6694096777637534,-0.3606287809666672
234,1980,4643,2.25,3,7,0,1.558619894611201,4.2339,-0.1097192054091058,-0.6694096777637534,-0.3738668728790064
235,1960,4354,2.25,3,7,0,-1.0713371164822152,4.00294,-0.1316065170510127,-0.7502802042048038,-0.4538216246591802
236,1510,3577,2.25,3,7,0,0.2408610546860899,3.95083,-0.624071028993918,-0.9677071905186312,-0.4718612943650377
238,2680,7727,2.5,3,9,0,-0.3224009886267255,5.84979,0.6563367020576355,0.193582376022404,0.1855290565203055
239,2570,5267,2.5,4,9,0,-0.5321951321339687,5.57591,0.5359564880271476,-0.494796499565776,0.0907160697799435
240,1410,9584,1.0,3,7,0,0.4114887928448605,3.62107,-0.7335075872034524,0.7132244784481154,-0.5860190660442468
242,1560,8456,1.75,3,7,0,-1.6376830486402825,4.49611,-0.5693527498891507,0.3975775793979256,-0.2830938582259089
244,1090,10296,1.0,3,6,0,0.5790699085305004,3.09377,-1.0837045734739628,0.9124625920329872,-0.7685621064568102
245,1210,13167,1.0,2,6,0,-0.9068969044864692,3.52067,-0.9523807036225214,1.7158511090304116,-0.6207759810023756
246,1040,15000,0.75,3,6,1,0.7219804994496521,3.02417,-1.13842285257873,2.2287773199869703,-0.7926565415273856
247,1170,9848,1.5,3,7,1,-0.6011779714480504,2.53082,-0.9961553269063352,0.7870992846087982,-0.9634466211548048
248,1360,9695,1.75,3,7,0,-1.842396574652775,2.3819,-0.7882258663082197,0.744285476492948,-1.0150004037799498
249,1960,3565,4.25,4,7,0,1.254446382121785,6.01304,-0.1316065170510127,-0.9710651362532078,0.2420436617684583
250,2160,5750,1.75,3,7,0,0.6595741830913281,6.59699,0.0872665993680562,-0.3596391837490723,0.4441980491170577
251,2160,5750,1.75,3,7,0,0.5582336852226766,6.60497,0.0872665993680562,-0.3596391837490723,0.4469606007242874
